customer_id,age,state,education_level,employment_status,years_employed,housing_status,annual_income,monthly_debt_payment,monthly_obligations_ratio,total_debt,mortgage_balance,auto_loan_balance,student_loan_balance,debt_to_income_ratio,savings_balance,checking_balance,investment_accounts,credit_score,credit_history_years,num_credit_accounts,num_credit_cards,credit_limit_total,credit_utilization_pct,on_time_payment_pct,late_payments_30_days,late_payments_60_days,late_payments_90_days,num_inquiries_6mo,num_inquiries_12mo,num_new_accounts_12mo,bankruptcies,foreclosures,collections,tax_liens,public_records,existing_loans,loan_purpose,requested_loan_amount,loan_term_months,creditworthy
CUST000027,23,AZ,PhD,Employed,4,Own,96810.22,3262.63,0.4044,326262.69,0,0.0,68811.25,0.4044,51204.59,5982.33,142731.43,696,2,6,4,135916.56,9.35,94.42,0,0,0,2,6,3,0,1,0,0,1,0,Medical,183521.75,120,1
CUST000028,32,MO,Bachelor,Self-Employed,10,Mortgage,122274.06,4618.53,0.4533,286940.75,349824.65,0.0,46987.23,0.4533,90612.4,27107.13,464912.96,716,14,2,5,258301.72,24.59,89.83,1,0,0,0,2,4,0,0,0,0,0,5,Personal,308210.45,12,0
CUST000029,59,OH,Bachelor,Employed,29,Rent,106199.55,2179.58,0.2463,217957.67,0,0.0,0,0.2463,169603.62,5837.06,0.0,698,8,2,5,81416.06,59.68,95.31,0,0,0,2,3,4,0,0,0,0,0,2,Auto,492030.04,240,1
CUST000030,65,FL,Bachelor,Employed,32,Mortgage,97478.87,5359.17,0.6597,340693.88,390446.43,0.0,0,0.6597,123423.21,26726.58,126794.84,799,40,10,0,126177.81,12.25,89.47,1,0,0,4,6,3,0,0,0,0,0,4,Auto,75018.58,60,1
CUST000031,45,OK,High School,Part-Time,17,Rent,23305.85,542.53,0.2793,54253.16,0,0.0,0,0.2793,34436.54,9459.49,51866.77,696,13,12,6,18016.6,30.88,86.08,1,0,0,4,8,2,0,0,0,0,0,5,Education,43596.81,24,0
CUST000032,66,TX,Bachelor,Retired,0,Rent,46931.15,2046.06,0.5232,138824.36,0,43854.6,0,0.5232,16934.27,16489.23,0.0,778,35,6,0,73748.58,22.13,86.09,1,0,0,0,1,1,0,0,0,0,0,0,Medical,464613.06,60,1
CUST000033,43,CA,High School,Part-Time,12,Own,19347.5,640.06,0.397,45638.63,0,12244.63,0,0.397,10960.22,6563.51,37660.51,732,2,7,3,20314.32,16.26,91.15,0,0,0,0,1,3,0,0,0,0,0,0,Personal,256660.81,120,1
CUST000034,31,MI,Master,Part-Time,11,Mortgage,31004.07,950.73,0.368,49889.89,90366.42,0.0,45871.97,0.368,57033.21,1366.19,0.0,627,5,7,1,18112.84,28.5,64.38,0,0,0,4,7,4,0,0,0,1,1,5,Business,86764.72,180,1
CUST000035,73,NJ,Associate,Employed,7,Rent,43549.66,270.01,0.0744,27001.29,0,0.0,0,0.0744,75275.32,13657.55,0.0,667,16,9,4,31642.67,59.53,82.34,2,0,0,3,5,2,0,0,0,0,0,2,Business,340885.61,360,1
CUST000036,47,OR,Bachelor,Employed,27,Mortgage,90677.99,4218.07,0.5582,303955.18,235704.01,0.0,0,0.5582,110591.86,16498.77,0.0,479,18,2,4,145717.32,46.57,92.34,0,0,0,6,8,4,2,0,0,0,2,4,Education,354103.23,240,0
CUST000037,58,NY,Bachelor,Employed,16,Mortgage,77514.77,3743.46,0.5795,161435.69,425820.86,0.0,0,0.5795,47883.36,36864.84,105957.22,712,9,12,6,135219.94,65.14,98.17,0,0,0,1,2,1,0,0,0,0,0,2,Personal,212279.78,12,0
CUST000038,50,CT,Master,Unemployed,0,Mortgage,6989.97,898.46,1,13527.26,152636.78,0.0,0,1.5424,1103.52,3310.21,27524.82,647,10,10,1,11281.41,10.25,71.68,0,0,0,2,5,4,0,0,0,0,0,1,Medical,482832.72,180,0
CUST000039,28,PA,Master,Unemployed,0,Rent,551.02,189.28,1,18928.27,0,0.0,70770.38,4.1222,673.62,87.8,218.39,561,7,8,6,615.31,47.94,78.5,0,0,0,2,3,1,1,0,0,0,1,2,Education,187606.78,24,0
CUST000040,71,MA,High School,Part-Time,0,Rent,23626.78,347.17,0.1763,34716.94,0,0.0,0,0.1763,11432.44,1696.13,40566.13,715,18,5,1,50488.51,30.15,69.84,0,0,0,1,5,3,0,0,0,0,0,4,Debt Consolidation,268490.84,240,1
CUST000041,60,FL,High School,Retired,0,Rent,25370.05,407.93,0.193,3936.8,0,24570.62,0,0.1929,3201.73,9845.99,0.0,757,4,9,4,8745.96,17.6,85.59,0,0,0,0,1,0,0,0,0,0,0,1,Debt Consolidation,347999.24,36,1
CUST000042,70,LA,Bachelor,Employed,3,Rent,72391.66,930.75,0.1543,93074.99,0,0.0,0,0.1543,42532.48,3713.62,0.0,742,24,11,2,65230.43,50.42,85.46,0,0,0,3,7,3,0,0,0,0,0,4,Medical,301624.2,36,1
CUST000043,46,OK,Bachelor,Employed,13,Rent,89157.43,553.2,0.0745,39390.21,0,10619.79,0,0.0745,66335.51,34017.33,204677.56,678,0,5,5,218976.0,25.83,81.14,2,1,0,3,5,2,0,0,0,0,0,2,Debt Consolidation,302942.32,180,0
CUST000044,49,NY,Bachelor,Retired,0,Mortgage,37679.88,2564.35,0.8167,88074.43,336720.79,0.0,0,0.8167,16898.79,18559.84,0.0,610,4,8,1,93898.38,19.25,87.94,1,0,0,3,3,2,1,0,0,0,1,4,Medical,319212.31,84,0
CUST000045,41,PA,Bachelor,Retired,0,Rent,32945.06,537.14,0.1956,53714.16,0,0.0,70236.81,0.1956,54780.44,8534.45,0.0,686,2,5,3,82333.3,31.53,80.76,1,0,0,5,6,2,0,0,0,0,0,0,Education,483166.04,240,1
CUST000046,23,MO,Associate,Self-Employed,4,Mortgage,87601.93,2398.7,0.3286,24903.48,429933.27,0.0,0,0.3286,112464.63,13232.01,85807.11,756,5,9,0,123138.61,21.93,97.84,0,0,0,3,5,3,0,0,0,0,0,2,Debt Consolidation,249520.99,240,1
CUST000047,21,MA,High School,Employed,2,Own,49589.82,780.34,0.1888,78033.85,0,0.0,0,0.1888,71521.26,4706.92,31607.05,648,0,12,2,94976.38,68.29,85.02,1,0,0,3,6,2,0,0,0,0,0,4,Auto,432788.44,84,1
CUST000048,47,VA,PhD,Employed,19,Own,108223.76,1517.34,0.1682,151733.57,0,0.0,0,0.1682,132258.77,6962.22,0.0,767,23,11,5,144510.22,32.33,86.05,1,0,0,2,6,2,0,0,0,0,0,5,Medical,275378.69,360,1
CUST000049,30,TX,Bachelor,Employed,5,Own,64788.86,1607.15,0.2977,160714.55,0,0.0,29468.62,0.2977,61496.32,31327.7,202893.83,611,2,8,4,84573.75,39.46,86.65,1,0,0,4,5,0,0,1,0,0,1,4,Debt Consolidation,362936.78,12,0
CUST000050,57,OR,Master,Employed,7,Rent,76883.65,1509.31,0.2356,150930.58,0,0.0,0,0.2356,103926.49,33354.22,209352.91,810,39,4,0,97664.14,34.27,98.25,0,0,0,2,6,3,0,0,0,0,0,2,Personal,456149.96,240,1
CUST000051,33,MI,Associate,Employed,15,Rent,66176.43,666.2,0.1208,66620.22,0,0.0,0,0.1208,123488.39,23035.07,36336.94,713,12,6,3,70634.54,15.1,96.0,0,0,0,4,5,1,1,0,0,0,1,2,Medical,107779.42,240,1
CUST000052,32,SC,High School,Employed,2,Mortgage,51713.97,3299.93,0.7657,116906.81,414095.41,4025.73,0,0.7657,103135.43,10265.08,102473.07,711,10,1,4,126771.81,7.25,82.39,1,0,0,6,8,0,0,0,0,0,0,0,Education,460813.97,36,1
CUST000053,54,NJ,Bachelor,Retired,0,Mortgage,57503.51,2998.69,0.6258,159151.71,281434.68,0.0,0,0.6258,112900.69,13727.64,0.0,749,29,9,4,79734.79,42.5,92.26,0,0,0,3,4,3,0,0,0,0,0,1,Education,164635.4,24,1
CUST000054,64,VA,Bachelor,Employed,7,Rent,60968.34,467.6,0.092,46759.67,0,0.0,0,0.092,100671.35,23224.66,165917.27,742,40,8,2,39713.38,23.97,80.58,1,0,0,6,6,4,0,0,0,0,0,5,Education,351268.42,240,1
CUST000055,63,NY,Bachelor,Retired,0,Own,45496.06,1593.8,0.4204,128773.06,0,20404.45,0,0.4204,74290.81,16965.58,0.0,799,13,9,1,70971.29,12.5,93.77,0,0,0,2,2,4,0,0,0,0,0,2,Home Purchase,154776.61,120,1
CUST000056,48,LA,High School,Employed,23,Own,50583.46,1559.88,0.3701,119237.84,0,24500.04,0,0.3701,81892.41,10603.32,154998.54,799,26,11,3,56846.4,15.67,78.08,0,0,0,0,1,1,0,0,0,0,0,0,Debt Consolidation,95051.75,24,1
CUST000057,56,SC,High School,Self-Employed,2,Rent,43339.82,950.83,0.2633,35935.82,0,39431.62,0,0.2633,58833.82,12045.23,0.0,670,18,7,3,35345.63,32.8,83.15,2,1,0,5,8,4,0,0,0,0,0,5,Business,278802.34,36,1
CUST000058,42,GA,High School,Employed,22,Rent,40870.99,1319.23,0.3873,131923.03,0,0.0,0,0.3873,71411.47,3845.21,124525.15,768,12,3,6,53894.75,8.19,83.34,0,0,0,4,5,3,0,0,0,0,0,0,Business,189206.82,360,1
CUST000059,39,OH,Associate,Retired,0,Rent,40071.89,748.45,0.2241,74845.29,0,0.0,0,0.2241,73277.9,7427.42,66347.86,745,7,2,5,100141.99,24.86,90.15,1,0,0,1,2,0,0,0,0,0,0,2,Debt Consolidation,401605.49,180,1
CUST000060,44,GA,Associate,Employed,15,Mortgage,70801.06,1836.82,0.3113,34682.24,273153.07,8282.15,0,0.3113,58395.61,29826.53,65542.92,567,23,9,5,168196.56,21.58,88.79,0,0,0,0,1,4,2,1,0,0,3,0,Medical,38090.88,12,0
CUST000061,21,WI,Bachelor,Self-Employed,0,Rent,128296.4,4122.38,0.3856,412238.27,0,0.0,15354.56,0.3856,144975.49,63521.67,115906.69,745,0,1,4,194191.46,4.12,89.05,1,0,0,6,6,0,0,0,0,0,0,3,Personal,199051.31,120,1
CUST000062,21,FL,Bachelor,Part-Time,2,Mortgage,32651.76,2163.3,0.795,20496.84,391666.76,0.0,46962.89,0.795,44212.77,8825.16,50133.02,592,3,10,6,79750.21,67.32,70.95,0,0,0,6,6,4,0,0,0,0,0,3,Auto,82062.68,360,0
CUST000063,40,OR,High School,Employed,19,Own,49547.31,1178.7,0.2855,117869.68,0,0.0,0,0.2855,38609.44,8935.86,18138.36,741,7,10,3,120480.49,14.64,85.83,1,0,0,3,5,2,0,0,0,0,0,5,Education,134718.04,36,1
CUST000064,53,CA,Bachelor,Employed,20,Own,86065.21,418.23,0.0583,41822.55,0,0.0,0,0.0583,124088.73,21335.67,212294.92,803,15,7,0,81078.95,12.82,90.58,0,0,0,1,3,0,0,0,0,0,0,1,Personal,391550.65,60,1
CUST000065,39,OK,Master,Employed,20,Mortgage,96892.59,1951.74,0.2417,110515.87,169317.06,0.0,9111.03,0.2417,40626.75,38644.91,0.0,745,12,10,1,93109.67,34.38,99.31,0,0,0,6,9,3,0,0,0,0,0,5,Debt Consolidation,275499.48,180,1
CUST000066,27,FL,Master,Part-Time,9,Mortgage,46585.45,2064.48,0.5318,107221.34,198453.44,0.0,45057.62,0.5318,24106.89,11895.04,96673.71,672,8,7,4,65897.35,34.92,81.6,0,0,0,4,5,3,0,0,0,0,0,0,Home Purchase,398319.3,12,1
CUST000067,47,IN,Master,Self-Employed,15,Own,219636.11,546.55,0.0299,51638.69,0,2010.74,0,0.0299,76632.46,17585.79,491852.18,741,15,2,2,266889.93,28.39,80.15,2,1,0,1,4,1,0,0,0,0,0,4,Debt Consolidation,83012.69,48,1
CUST000068,65,MD,Bachelor,Employed,13,Mortgage,58026.95,2704.47,0.5593,121241.39,298410.28,0.0,0,0.5593,78001.0,9086.61,0.0,734,29,4,2,113449.42,15.66,80.51,2,1,0,2,3,4,0,0,0,0,0,0,Business,400506.08,360,1
CUST000069,56,IL,High School,Employed,11,Mortgage,47615.31,3538.05,0.8917,135858.66,435893.34,0.0,0,0.8917,27815.9,6543.6,0.0,764,22,9,1,65576.4,13.04,98.94,0,0,0,3,7,3,0,0,0,0,0,1,Business,84459.49,12,1
CUST000070,67,MO,Bachelor,Retired,0,Rent,31731.81,1021.37,0.3863,86142.69,0,10662.57,0,0.3862,49809.38,12907.39,102232.34,717,28,12,3,47660.46,57.09,83.78,0,0,0,4,6,4,0,0,0,0,0,1,Auto,316752.54,360,1
CUST000071,38,MD,PhD,Employed,3,Mortgage,152338.29,3945.52,0.3108,240994.76,307114.83,0.0,32228.06,0.3108,28378.08,74047.86,386842.09,632,12,3,6,309021.31,54.57,88.77,1,0,0,6,6,4,0,0,0,0,0,5,Business,244534.2,12,0
CUST000072,49,NJ,Associate,Unemployed,0,Mortgage,752.22,2272.48,1,19913.88,414668.81,0.0,0,5,1189.02,114.91,0.0,563,10,8,6,794.52,10.59,61.33,0,0,0,5,5,0,0,1,0,0,1,0,Personal,125944.25,36,1
CUST000073,48,IN,High School,Self-Employed,22,Rent,27235.23,350.37,0.1544,35037.2,0,0.0,0,0.1544,30682.73,8311.09,0.0,678,2,6,6,15396.25,54.07,94.08,0,0,0,1,2,3,0,0,0,0,0,4,Auto,496477.14,24,1
CUST000074,75,MD,High School,Part-Time,13,Rent,17307.51,657.56,0.4559,31363.32,0,22928.52,0,0.4559,3902.62,4323.26,41117.78,754,38,6,6,10516.5,17.63,71.4,0,0,0,0,2,2,0,0,0,0,0,3,Auto,397095.24,180,1
CUST000075,73,MO,Master,Employed,4,Rent,125139.91,723.21,0.0694,36102.53,0,24145.42,0,0.0694,81779.01,36693.35,382039.2,741,32,1,4,56134.22,35.45,84.3,1,0,0,5,5,2,0,0,0,0,0,4,Medical,102395.55,36,1
CUST000076,21,NY,Associate,Retired,0,Mortgage,33289.58,1256.07,0.4528,89882.07,71448.94,0.0,0,0.4528,33263.61,9435.7,0.0,642,2,5,5,64306.34,53.45,81.67,0,0,0,0,4,0,0,0,0,0,0,0,Business,248577.64,84,1
CUST000077,50,CA,High School,Unemployed,0,Own,2151.25,194.9,1,11430.72,0,5373.04,0,1.0872,2320.58,334.19,743.35,401,15,7,1,1492.35,42.08,60.4,2,1,0,2,3,2,1,0,0,1,2,2,Home Purchase,477085.62,180,0
CUST000078,47,LA,Bachelor,Retired,0,Rent,50523.0,1596.0,0.3791,134201.82,0,16932.37,0,0.3791,4435.95,5847.34,0.0,735,20,9,6,103629.84,33.65,96.47,0,0,0,2,5,0,0,0,1,0,0,0,Auto,480631.35,60,1
CUST000079,50,FL,High School,Unemployed,0,Mortgage,284.01,754.13,1,18871.09,113083.62,0.0,0,5,924.92,37.63,0.0,628,20,11,1,500,12.12,56.77,2,0,0,5,7,4,0,0,0,0,0,3,Medical,268426.35,48,0
CUST000080,23,WA,Master,Retired,0,Mortgage,63436.85,1945.77,0.3681,2654.78,383845.21,0.0,15850.64,0.3681,126513.56,6272.33,163917.5,773,1,5,6,157290.94,5.53,80.08,0,0,0,0,2,0,0,0,0,0,0,0,Medical,293473.26,24,1
CUST000081,47,AZ,High School,Retired,0,Rent,23103.98,403.42,0.2095,40342.34,0,0.0,0,0.2095,29145.87,9266.64,73456.45,709,28,1,3,41658.06,20.9,81.27,2,0,0,6,8,3,0,0,0,0,0,1,Medical,100529.45,240,0
CUST000082,50,CA,Associate,Employed,17,Mortgage,48684.73,2541.06,0.6263,60457.49,387296.68,0.0,0,0.6263,54878.06,13707.4,36656.42,693,17,1,6,120804.78,47.1,89.74,0,0,0,3,7,2,0,0,0,0,0,4,Debt Consolidation,296189.68,84,1
CUST000083,20,GA,High School,Employed,1,Own,45922.69,1360.54,0.3555,136054.38,0,0.0,0,0.3555,87133.12,18181.77,176464.75,621,0,10,1,95251.92,14.62,78.48,2,0,0,1,5,4,0,1,0,0,1,5,Auto,151580.81,36,0
CUST000084,29,MI,Bachelor,Part-Time,11,Own,38668.15,448.2,0.1391,44819.85,0,0.0,78590.37,0.1391,19848.98,2088.75,0.0,550,9,10,3,83974.28,57.07,69.29,0,0,0,5,8,1,0,0,2,0,0,2,Auto,133341.01,24,0
CUST000085,49,WA,Master,Employed,14,Own,106446.29,2213.13,0.2495,221313.22,0,0.0,0,0.2495,43760.17,10111.56,296856.01,733,24,3,3,49195.29,37.44,81.54,0,0,0,5,9,2,0,0,0,0,0,2,Home Purchase,217665.99,24,1
CUST000086,43,PA,Bachelor,Unemployed,0,Own,31.14,61.67,1,6167.07,0,0.0,71590.2,5,789.89,7.24,0.0,572,20,2,2,500,53.06,55.8,0,0,0,0,1,0,0,0,0,0,0,0,Auto,191341.15,180,0
CUST000087,40,LA,Master,Employed,12,Mortgage,111337.73,2245.23,0.242,46871.69,355303.61,0.0,77773.19,0.242,57424.96,50703.45,0.0,616,9,9,3,269925.07,36.36,79.74,2,0,0,3,7,3,0,0,0,1,1,4,Medical,218261.23,36,0
CUST000088,73,MD,High School,Part-Time,13,Mortgage,18083.37,1744.01,1,16717.68,315367.19,0.0,0,1.1573,26971.34,8325.9,0.0,469,40,3,1,27966.05,50.2,65.33,2,1,0,6,8,2,0,0,3,0,0,0,Personal,444897.53,48,0
CUST000089,49,OK,Master,Self-Employed,28,Own,109196.1,250.78,0.0276,25077.91,0,0.0,0,0.0276,54486.73,24921.21,400981.65,766,26,6,2,207839.35,35.61,94.3,0,0,0,2,4,3,0,0,0,0,0,0,Medical,97188.96,48,1
CUST000090,19,MA,Associate,Employed,1,Own,72137.31,1991.6,0.3313,164513.15,0,23097.66,0,0.3313,102830.36,25585.96,79460.27,697,0,6,1,154578.59,36.81,96.86,0,0,0,6,8,3,0,0,0,0,0,2,Personal,5223.4,360,1
CUST000091,47,WI,Associate,Employed,16,Mortgage,44483.24,2093.22,0.5647,40658.31,337326.57,0.0,0,0.5647,58765.06,15141.11,128340.05,661,15,11,6,95489.17,38.62,79.4,1,0,0,2,4,3,0,0,0,0,0,3,Medical,428800.36,360,0
CUST000092,54,SC,Master,Employed,30,Own,110085.92,856.34,0.0933,85634.44,0,0.0,0,0.0933,190755.42,32121.67,0.0,774,16,11,2,155891.87,69.13,93.95,0,0,0,1,5,0,0,0,0,0,0,0,Home Purchase,232416.55,180,1
CUST000093,42,OK,Bachelor,Employed,6,Rent,64805.63,710.88,0.1316,71088.49,0,0.0,21882.23,0.1316,79643.49,20526.78,104568.67,678,5,6,3,160187.95,71.18,95.14,0,0,0,3,3,0,0,0,0,0,0,1,Medical,245298.97,24,0
CUST000094,75,OH,Associate,Unemployed,0,Own,23.75,86.73,1,8673.3,0,0.0,0,5,685.25,8.64,12.46,541,2,12,1,500,13.07,56.03,2,1,0,4,8,1,0,0,0,0,0,0,Medical,474094.09,120,0
CUST000095,63,CT,Bachelor,Employed,3,Rent,97133.73,1498.99,0.1852,143082.85,0,4544.09,0,0.1852,119998.61,13730.18,304906.69,809,30,10,0,170599.25,42.75,93.44,0,0,0,4,5,2,0,0,0,0,0,5,Home Purchase,415495.71,240,1
CUST000096,44,TN,Associate,Employed,15,Rent,65575.34,1478.84,0.2706,147884.11,0,0.0,0,0.2706,96860.05,3114.78,0.0,667,4,6,1,20067.6,26.03,98.89,0,0,0,6,7,1,0,0,1,0,0,3,Personal,426272.09,84,1
CUST000097,75,CT,Bachelor,Self-Employed,21,Rent,93208.95,338.34,0.0436,33834.46,0,0.0,0,0.0436,160799.56,41009.62,271155.51,836,40,3,0,110146.0,16.15,81.67,0,0,0,3,6,0,0,0,0,0,0,0,Personal,190495.64,360,1
CUST000098,59,MN,Associate,Part-Time,18,Mortgage,27508.18,2196.58,0.9582,80780.95,277754.25,0.0,0,0.9582,17640.11,4551.16,30606.39,559,15,4,5,61093.35,26.25,77.9,2,1,0,4,7,3,0,1,0,0,1,3,Auto,248421.63,24,0
CUST000099,23,MA,Bachelor,Unemployed,0,Own,4067.4,130.92,0.3863,13091.92,0,0.0,29067.4,0.3862,1357.6,198.16,0.0,595,4,6,0,9995.54,23.01,80.64,2,1,0,2,4,4,0,0,0,0,0,5,Education,310259.23,84,1
CUST000100,28,AL,Bachelor,Unemployed,0,Rent,872.81,458.52,1,15442.9,0,20272.71,47145.29,5,1448.8,221.84,0.0,446,6,10,1,621.96,20.99,46.72,5,4,0,4,5,1,0,0,0,0,0,4,Business,368370.75,120,0
